ELASTIC 0.0,,FORMATION 5.8,,IONIZATION 12.6,,VIBRATION 0.2,,VIBRATION 0.45,,VIBRATION 0.47,,EXCITATION 7.49,,EXCITATION 10.12,,EXCITATION 9.2,,EXCITATION 9.73,,EXCITATION 10.55,,EXCITATION 10.77,,EXCITATION 10.84,,EXCITATION 11.75,,EXCITATION 12.06,,ANNIHILATION 0.0,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
7.74937882669845,11.523262988488,17.8526189309448,3.75403482676619,23.7425981686031,1.82992515195448,0.859541617854688,0.85953559401406,0.918209876543216,0.273914589651002,0.859541617854688,0.394427261808688,31.4442182504973,0.238483976479927,29.6304309123701,0.100201557417333,29.5243941141411,0.0462678575829994,40.0499384217957,0.114744078828798,,,,,,,,,,,0.225897697043539,1.60487579422236E-24
8.78582873419975,10.7711931430659,19.0546555100588,3.84196430109471,24.9703926744123,1.89940305930286,0.624868583100536,0.918449104176693,0.859541617854688,0.285502347203328,0.800873359166161,0.42496881051955,32.2255420269214,0.239425803351,30.3280414270344,0.100597275908327,30.4237137261884,0.0472579899390031,50.0235423988465,0.104747180989324,,,,,,,,,,,0.25018705544633,1.42597540374998E-24
10.0322261870667,9.79137239694014,20.282450015868,3.75755448426913,26.1981871802215,1.96728490089433,0.390195548346412,0.997801451097562,0.683536841789078,0.302553379598742,0.742205100477619,0.454096637815712,34.0114249444621,0.243230452878268,31.9651007681134,0.105747077030783,31.8747435966902,0.0507120675873521,37.116525487369,0.103025453900271,,,,,,,,,,,0.27448000258448,1.27903919841137E-24
11.2414177458182,9.14147517361615,21.5102445216772,3.71538189517101,27.4259816860308,2.03905345542273,,,,,0.624868583100536,0.493329768727036,34.8485575620593,0.245155389940507,32.9510569621723,0.109062907326386,32.6162039151334,0.0525567495668119,43.3353609083536,0.1110029879691,,,,,,,,,,,0.298777734703108,1.16250877311863E-24
12.4692122516274,8.52236244147574,22.7380390274864,3.69612852392668,28.65377619184,2.11495529046812,,,,,0.566200324411994,0.527143130902884,36.6902493207731,0.251022088579038,34.5323074620781,0.114420369926163,33.3417188503843,0.0547662501014114,46.562115136223,0.106497681008336,,,,,,,,,,,0.32307985305384,1.0706354485906E-24
13.6970067574367,8.03742972237973,23.9658335332957,3.64457602662801,29.8815706976492,2.19054064835065,,,,,0.507532065723467,0.567961221255562,37.4715730971972,0.253008689006857,35.518263656137,0.117312535980196,34.2625647297412,0.0570458965876647,,,,,,,,,,,,,0.347381173907826,9.84495038470057E-25
14.8550402117795,7.47356201831237,25.1936280391049,3.65520660475876,31.1093652034584,2.27371026872907,,,,,0.44886380703494,0.596914468957241,39.4583678429612,0.259881478001472,37.3599554148509,0.123480152557465,35.0578407164586,0.0591551508139346,,,,,,,,,,,,,0.371687678490663,9.2042916970494E-25
16.1525957690551,7.06474221023847,26.4214225449141,3.50146203590857,32.3371597092677,2.35496929352152,,,,,0.390195548346412,0.627343681075332,40.2062063146814,0.260770730526976,38.1412791912749,0.12610330942065,36.1544844455109,0.0628848117755586,,,,,,,,,,,,,0.395994183073501,8.61379095815849E-25
17.3803902748644,6.70946623232554,27.6492170507233,3.52538115724845,33.3832615619079,2.44085046362312,,,,,0.33152728965787,0.681545044213389,41.9362803910489,0.251022088579038,39.9271621088156,0.132463860673753,36.4112051149074,0.0637726117148414,,,,,,,,,,,,,0.420301485153084,8.08819040858598E-25
18.6081847806736,6.37662460800852,28.8770115565326,3.31037641907583,34.4235517715869,2.50788716674456,,,,,0.272859030969329,0.734318884112381,42.717604167473,0.249051086750917,40.7084858852397,0.13186401766335,37.1925288913314,0.0650785667551891,,,,,,,,,,,,,0.444609584729414,7.61995219169233E-25
19.8359792864828,6.08553615591121,30.1048060623418,3.2882526873826,35.4624548149639,2.58607520840851,,,,,0.214190772280787,0.824649400717949,44.5034870850137,0.243230452878268,42.4943688027804,0.128951498715026,38.6249558147755,0.0695919274412362,,,,,,,,,,,,,0.468920475544356,7.25449797560047E-25
21.063773792292,5.69671458772278,31.332600568151,3.24727231794482,36.6129755406872,2.69659240200593,,,,,,,45.3406197026109,0.241320630240779,43.3315014203776,0.127687099578138,40.012204152508,0.0734944713092948,,,,,,,,,,,,,0.493230967610925,6.90221035230867E-25
22.2915682981013,5.65738758607803,32.5603950739602,3.14084606897972,37.9180438265823,2.82309630014618,,,,,,,46.9218702025167,0.236300763035451,44.5592959261868,0.12593774169376,41.2187381473942,0.073795131055522,,,,,,,,,,,,,0.517543852167733,6.62996271834455E-25
23.5193628039105,5.6411938653009,33.7881895797695,3.05975649265619,39.1458383323916,2.92034139919606,,,,,,,47.9078263965756,0.231081519286931,45.8987081143423,0.123723737751166,42.2711334380878,0.0710015170138368,,,,,,,,,,,,,0.541853147989182,6.2873188345715E-25
24.7471573097197,5.12835200469582,35.0159840855787,2.94808070353626,40.3736328382008,2.99805502447524,,,,,,,49.8363319082255,0.223419076534663,47.7403998730562,0.121070521597024,43.9593508835755,0.0713688665614506,,,,,,,,,,,,,0.566167228791109,6.07561525292349E-25
25.9749518155289,4.77712217940935,36.7221400871578,2.84017395280437,41.60142734401,3.09492972526372,,,,,,,50.5308419317135,0.224793098058925,48.7672825506421,0.119647372858875,45.2352030026171,0.0699373430032373,,,,,,,,,,,,,0.587162128134836,5.81828388311764E-25
27.2027463213382,4.91604026112916,38.0296615089286,2.81455920147559,42.8770579993962,3.23472010703055,,,,,,,52.3167248492542,0.228365223294771,50.0285623611552,0.119647372858875,46.5374092966572,0.0692947385028418,,,,,,,,,,,,,0.599403069685586,5.7684171978591E-25
28.4305408271474,4.82183450664955,39.3039633823822,2.70615658624856,44.0570163556285,3.33851108813566,,,,,,,53.1538574668514,0.230172516242035,51.088930343445,0.113581626394036,47.7962087142293,0.0685753979009464,,,,,,,,,,,,,,
29.6583353329566,4.71589646673762,40.3933300762619,2.6181153504213,45.2645167373747,3.43602445614726,,,,,,,54.9955492255652,0.232910309126404,52.725989684524,0.107427474719771,49.4146651082506,0.0676092379094572,,,,,,,,,,,,,,
30.8861298387659,4.33040228068137,41.7130450263563,2.65056044313737,46.5126053672469,3.47272433878501,,,,,,,55.7768730019893,0.233830124331278,53.7119458785829,0.10422981324338,50.0235423988465,0.0669578573535503,,,,,,,,,,,,,,
32.1139243445751,4.48195138291897,42.9408395321656,2.58367141763973,47.7403998730562,3.5203891133046,,,,,,,57.56275591953,0.23661142272866,55.2931963784887,0.0987638609931905,,,,,,,,,,,,,,,,
33.3417188503843,4.25656033351633,44.1686340379748,2.55613446062677,48.9235473059269,3.53068257427871,,,,,,,58.3998885371272,0.237545854463731,56.2791525725476,0.0959500565691842,,,,,,,,,,,,,,,,
34.5695133561935,4.10506082941189,45.396428543784,2.43485368075383,50.1616449824142,3.5622999667806,,,,,,,,,57.8604030724535,0.0910378343511058,,,,,,,,,,,,,,,,
35.7973078620028,4.10615364211079,46.6242230495932,2.43514035670438,51.4237833904839,3.58620736192004,,,,,,,,,58.8463592665124,0.0881541244241833,,,,,,,,,,,,,,,,
37.025102367812,4.1526130102012,47.8520175554025,2.31045607798394,52.6515778962931,3.59158488842486,,,,,,,,,,,,,,,,,,,,,,,,,,
38.2528968736212,3.87514582282703,49.0798120612117,2.27452511552868,53.832865034458,3.6241712126825,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4806913794305,4.01363777354838,50.3076065670209,2.15617284837218,55.1071669079115,3.65186841129003,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7084858852397,3.97072462796771,51.5354010728301,2.13781242431145,56.3721673078362,3.68942872276895,,,,,,,,,,,,,,,,,,,,,,,,,,
41.9362803910489,4.05120413229216,52.7631955786394,2.1101612258214,57.56275591953,3.72911089255164,,,,,,,,,,,,,,,,,,,,,,,,,,
43.1640748968581,4.11558070186429,53.9909900844486,2.0938425073583,58.7905504253392,3.77645119017727,,,,,,,,,,,,,,,,,,,,,,,,,,
44.3918694026674,4.01707480133056,55.2187845902578,2.04183170296641,59.6611683476403,3.75930305056043,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1545902320337,3.7276547452331,56.4465790960671,1.99068482148924,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0661346378618,4.12502940461105,57.6743736018763,1.96940075143369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.293929143671,3.95085581151588,58.9021681076855,1.93096923895267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.5217236494802,3.77374585363229,59.6834918841096,1.89724910665885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.7495181552895,3.75486268475839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.9401067669833,4.00077508976901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.2051071669079,3.81908888657173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.4329016727171,3.99212353956764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.6606961785264,3.93860592248529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.8884906843356,3.90003356538645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.1162851901448,4.05618410719306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.3440796959541,3.91421997142644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.4490947511824,3.87974299474359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.164909434982434,89.6456089275921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.249391727493915,78.6180718043867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.33387402000541,73.1859746160136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.671803190051378,59.03971856702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.840767775074355,54.9603830927512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.17869694512031,44.8692272831942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
