ELASTIC 0.0,,ROTATION 0.0023,,ROTATION 0.0048,,ROTATION 0.0045,,VIBRATION 0.2,,VIBRATION 0.459,,EXCITATION 4.99,,EXCITATION 6.3,,EXCITATION 9.0,,EXCITATION 12.0,,ATTACHMENT 6.54,,IONIZATION 12.9,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.05620210300323049,521.588753752437,0.23155195030294284,10.150186988897692,0.6134716825627248,3.2359871968871845,1.4733304638432192,1.5282171046431365,5.755693613818349,1.2276091824337068,1.1647958714474975,2.029624474415972,,,,,,,,,7.579523333704494,0.288725984800295,98.69467782641189,4.556151668267012
0.0704379169640812,399.5604962454536,0.300451988693813,8.115356813533717,0.7960640593063223,2.5729023046217656,1.9117311138417443,1.221852080783322,6.86987286552229,1.255133036080193,1.2537261774018464,1.9535258645775413,,,,,,,,,7.578091129812268,0.2727440118917518,,
0.08623541829677887,305.36388258267556,0.3898585775664302,6.481235184665589,1.0328239852659444,2.0778184959686268,2.4805812011089348,0.9769047230126102,8.139010656007827,1.2591770133606035,1.3694498708283125,1.8659643190911686,,,,,,,,,7.689941586760594,0.2655781677367118,,
0.10556593868695345,235.36698690621165,0.5058639531471328,5.18192779832743,1.3401817425933653,1.6575794516200681,3.2190154267497646,0.7741381414119843,9.570477143740883,1.2115991170102351,1.5294126877325085,1.8232529910354178,,,,,,,,,7.861959237873098,0.26656814622971986,,
0.13075919315948875,180.7683816198199,0.6564931513784962,4.0835750199331144,1.7389844884015881,1.3238065201646632,4.177374491305692,0.6120936746794516,10.225269433506583,1.1573799265334144,1.6830470215384599,1.7748583994878646,,,,,,,,,7.920515201456582,0.27064010185964793,,
0.1619427710802701,140.54550410942858,0.8519640998987592,3.2216112598059086,2.2565162305822666,1.0548916318001758,5.420450981945078,0.48884148310372166,11.929960492656335,0.9714165474439708,1.9358285480017852,1.7209415464373077,,,,,,,,,8.099016927934466,0.2853916465247008,,
0.20058729412564147,108.08980177836781,2.719115586231666,1.169945001074387,2.9279235311534784,0.8443545319862835,6.951975378699768,0.38767937777808803,13.716050973331418,0.8309989652542433,2.178051194595535,1.7072362180904004,,,,,,,,,8.160777742584322,0.30556745046111894,,
0.24846861142272708,82.6778397837284,3.528689076331224,0.9240201824193947,3.7997602596584468,0.6653865528383889,9.526822893389928,0.29217088599707325,15.425483494765112,0.7218104019780425,2.379453300082467,1.7067200966111642,,,,,,,,,8.222802338109483,0.32469492794651944,,
0.30773759959986113,64.01932439623788,4.579186947660004,0.7314157336532643,4.919222363717305,0.5284538983501367,13.781757240897415,0.21618463661268125,35.62251527577105,0.27233656397296024,2.798473699392348,1.7384616331480833,,,,,,,,,8.346481564194642,0.3437037463682844,,
0.38571862196507006,48.676101541282165,5.9418322294574795,0.584136655540024,6.398160517401979,0.4213394702771602,17.712570860737873,0.17556025954824211,73.68600763370299,0.11695237499102781,3.1257518206182313,1.7643949586524343,,,,,,,,,8.47180758654121,0.36107349337646333,,
0.4834835015929691,36.849347336487035,7.710632331339117,0.4628931094281643,8.151297219194847,0.33915097355712526,22.844928434197325,0.14247287267169068,82.26721427230518,0.10392855775173894,3.4658429787799685,1.81816079096788,,,,,,,,,8.725494723293803,0.36378874307440434,,
0.5988846846156897,28.22442097933828,10.005608160857186,0.3680418603593064,10.522516928371996,0.2694889768041453,0.2943808214009102,6.117062578688205,1.3096014498494672,1.6216858567213244,3.9875428712921,1.9237783028688344,,,,,,,,,8.854392078791054,0.3555781876221412,,
0.7506233865269221,21.5096910210255,12.98477970837155,0.29035533708227884,15.007286553663599,0.20199308845023078,0.4226801556968852,4.439476756724279,0.35116484698874,4.036148390700056,4.690337814063155,2.035377308219172,,,,,,,,,9.05051895635358,0.3345976812559571,,
0.9519591480513077,16.31012135701248,16.067265227703437,0.24434332631900182,19.472336782926167,0.16185902357500204,0.5333877684819885,3.5852905956517414,10.002551233780157,1.1886383621893613,5.317062087857661,2.1132262626676166,,,,,,,,,9.115745046460601,0.31606858874822136,,
1.2069040102749211,12.736273309743076,37.7351937472703,0.12056090420464873,25.259729315408887,0.1325599274089053,30.000830810960817,0.11127656534768028,10.923622615912455,1.0684508654141665,6.208101205583604,2.218959770768858,,,,,,,,,9.181325543760714,0.2974342918450847,,
1.5482463641956152,9.904644949576529,26.296747517605418,0.1574765085086313,30.751004557829212,0.10704619820803238,0.008396613261885028,65.92126338392703,0.8674547695811117,2.07060353332524,6.732781008098378,2.2608544662183125,,,,,,,,,9.316604531826403,0.2874291192731239,,
2.0086655186863607,8.01659704042435,1.6149988199353942,1.7901945556627312,34.38176863288631,0.09754007202884513,0.006842507177917105,65.92126338392703,0.5581608994692021,3.0543719007961756,7.301528337819094,2.2774542230898587,,,,,,,,,9.523089498681864,0.27149840899349553,,
2.6041681148931355,6.91346635153952,1.184188896962788,2.4016540051433988,0.0065108476832301575,57.679419604213535,0.005874018264902905,60.84469771636259,,,7.687616809448036,2.2342383808964166,,,,,,,,,9.733782920394857,0.253546537640883,,
3.3740468093954403,6.31741249457645,0.011657759913955266,98.41004789104174,0.00532470359040653,41.86101407011693,0.00531049915610033,53.237554472132416,,,8.154097690787669,2.2001238390684295,,,,,,,,,9.803686195277187,0.23769424950403972,,
4.3688788023841605,6.09635085861294,0.008779920638748514,118.644043565668,0.0048809256397264,0.10548770797949865,0.005053096800377288,46.581498676935304,,,8.521905034176504,2.133987110123356,,,,,,,,,9.94738318536117,0.22452574318652632,,
5.653608067906629,6.212809100933249,0.0023858815488285684,0.1,0.004976889276375261,18.288621609464514,0.004812453977935923,37.618894813407884,,,9.038099157703108,2.0385423217743552,,,,,,,,,10.205643053246515,0.21369512539826704,,
7.312873030159389,6.590357995989977,,,0.005080164830166389,28.80028276493977,0.004703439596657217,29.579966636345745,,,9.798870488315353,1.888970457672277,,,,,,,,,10.865016940207648,0.21122993855289973,,
9.456772522983519,7.1482264920231735,,,,,0.004521658480884902,0.10270720908461055,,,10.623009666285633,1.717461659180688,,,,,,,,,11.109317965926273,0.21938642054456298,,
12.238726859165348,7.22823818700179,,,,,,,,,11.265053907044644,1.5795300513687631,,,,,,,,,11.359541450783562,0.23046773910609708,,
15.869654134206524,6.144037517335167,,,,,,,,,13.533760373664833,1.2522268926492512,,,,,,,,,11.615547241996367,0.2430296437311566,,
20.3580610131849,4.776451545491093,,,,,,,,,89.88796536200104,0.10873969358059704,,,,,,,,,11.70220739982453,0.24768052322449888,,
25.818947858030217,3.6174008840830187,,,,,,,,,34.87823865669682,0.3676096097502568,,,,,,,,,12.05293211337894,0.2514449539740404,,
32.35880524291662,2.7710921333418423,,,,,,,,,,,,,,,,,,,12.228981027413134,0.2339351883377921,,
40.084246204010405,2.113847655706114,,,,,,,,,,,,,,,,,,,12.499383425150867,0.21763925897789607,,
49.07592371026627,1.6102954404152003,,,,,,,,,,,,,,,,,,,12.964658149709381,0.19866139906220961,,
59.384327076117074,1.226280244088045,,,,,,,,,,,,,,,,,,,13.445896939813613,0.17591386167624046,,
,,,,,,,,,,,,,,,,,,,,13.84364826168515,0.1593638586314613,,
,,,,,,,,,,,,,,,,,,,,14.462627304336584,0.13793459620898207,,
,,,,,,,,,,,,,,,,,,,,15.109662928308746,0.1202967788860206,,
,,,,,,,,,,,,,,,,,,,,16.017426742969228,0.09985726721595986,,
